dataset,score,num_clusters,method,trial
hermann_spermatogenesis.h5ad,0.14179441532096335,13,gm,4
hermann_spermatogenesis.h5ad,0.2263760645989974,14,spectral,4
hermann_spermatogenesis.h5ad,0.25314195221344976,14,kmeans,4
hermann_spermatogenesis.h5ad,0.14179441532096335,14,gm,4
hermann_spermatogenesis.h5ad,0.21607941760851188,15,spectral,4
hermann_spermatogenesis.h5ad,0.2531305633555181,15,kmeans,4
hermann_spermatogenesis.h5ad,0.14179441532096335,15,gm,4
hermann_spermatogenesis.h5ad,0.20406660903618146,16,spectral,4
hermann_spermatogenesis.h5ad,0.25313695592603563,16,kmeans,4
hermann_spermatogenesis.h5ad,0.14179441532096335,16,gm,4
hermann_spermatogenesis.h5ad,0.19911918534558185,17,spectral,4
hermann_spermatogenesis.h5ad,0.2349326569240083,17,kmeans,4
hermann_spermatogenesis.h5ad,0.14179441532096335,17,gm,4
hermann_spermatogenesis.h5ad,0.19321500637965378,18,spectral,4
hermann_spermatogenesis.h5ad,0.236190981388494,18,kmeans,4
hermann_spermatogenesis.h5ad,0.14179441532096335,18,gm,4
hermann_spermatogenesis.h5ad,0.17463992181662097,19,spectral,4
hermann_spermatogenesis.h5ad,0.2914206386936623,19,kmeans,4
hermann_spermatogenesis.h5ad,0.14179441532096335,19,gm,4
